Question No,Title,Url,Difficulty,Tag
1285,Find the Start and End Number of Continuous Ranges,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges,Medium,Database
1286,Iterator for Combination,https://leetcode.com/problems/iterator-for-combination,Medium,"String, Backtracking, Design, Iterator"
1287,Element Appearing More Than 25% In Sorted Array,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array,Easy,Array
1288,Remove Covered Intervals,https://leetcode.com/problems/remove-covered-intervals,Medium,"Array, Sorting"
1289,Minimum Falling Path Sum II,https://leetcode.com/problems/minimum-falling-path-sum-ii,Hard,"Array, Dynamic Programming, Matrix"
1290,Convert Binary Number in a Linked List to Integer,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer,Easy,"Linked List, Math"
1291,Sequential Digits,https://leetcode.com/problems/sequential-digits,Medium,Enumeration
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium,"Array, Binary Search, Matrix, Prefix Sum"
1293,Shortest Path in a Grid with Obstacles Elimination,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination,Hard,"Array, Breadth-First Search, Matrix"
1294,Weather Type in Each Country,https://leetcode.com/problems/weather-type-in-each-country,Easy,Database
1295,Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,Easy,Array
1296,Divide Array in Sets of K Consecutive Numbers,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers,Medium,"Array, Hash Table, Greedy, Sorting"
1297,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,Medium,"Hash Table, String, Sliding Window"
1298,Maximum Candies You Can Get from Boxes,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes,Hard,"Array, Breadth-First Search"
1299,Replace Elements with Greatest Element on Right Side,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,Easy,Array
1300,Sum of Mutated Array Closest to Target,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target,Medium,"Array, Binary Search, Sorting"
1301,Number of Paths with Max Score,https://leetcode.com/problems/number-of-paths-with-max-score,Hard,"Array, Dynamic Programming, Matrix"
1302,Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1303,Find the Team Size,https://leetcode.com/problems/find-the-team-size,Easy,Database
1304,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,Easy,"Array, Math"
1305,All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees,Medium,"Tree, Depth-First Search, Binary Search Tree, Sorting, Binary Tree"
1306,Jump Game III,https://leetcode.com/problems/jump-game-iii,Medium,"Array, Depth-First Search, Breadth-First Search"
1307,Verbal Arithmetic Puzzle,https://leetcode.com/problems/verbal-arithmetic-puzzle,Hard,"Array, Math, String, Backtracking"
1308,Running Total for Different Genders,https://leetcode.com/problems/running-total-for-different-genders,Medium,Database
1309,Decrypt String from Alphabet to Integer Mapping,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping,Easy,String
1310,XOR Queries of a Subarray,https://leetcode.com/problems/xor-queries-of-a-subarray,Medium,"Array, Bit Manipulation, Prefix Sum"
1311,Get Watched Videos by Your Friends,https://leetcode.com/problems/get-watched-videos-by-your-friends,Medium,"Array, Hash Table, Breadth-First Search, Sorting"
1312,Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome,Hard,"String, Dynamic Programming"
1313,Decompress Run-Length Encoded List,https://leetcode.com/problems/decompress-run-length-encoded-list,Easy,Array
1314,Matrix Block Sum,https://leetcode.com/problems/matrix-block-sum,Medium,"Array, Matrix, Prefix Sum"
1315,Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1316,Distinct Echo Substrings,https://leetcode.com/problems/distinct-echo-substrings,Hard,"String, Dynamic Programming, Trie, Sliding Window, Rolling Hash, Hash Function"
1317,Convert Integer to the Sum of Two No-Zero Integers,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers,Easy,Math
1318,Minimum Flips to Make a OR b Equal to c,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c,Medium,Bit Manipulation
1319,Number of Operations to Make Network Connected,https://leetcode.com/problems/number-of-operations-to-make-network-connected,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
1320,Minimum Distance to Type a Word Using Two Fingers,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers,Hard,"String, Dynamic Programming"
1321,Restaurant Growth,https://leetcode.com/problems/restaurant-growth,Medium,Database
1322,Ads Performance,https://leetcode.com/problems/ads-performance,Easy,Database
1323,Maximum 69 Number,https://leetcode.com/problems/maximum-69-number,Easy,"Math, Greedy"
1324,Print Words Vertically,https://leetcode.com/problems/print-words-vertically,Medium,"Array, String, Simulation"
1325,Delete Leaves With a Given Value,https://leetcode.com/problems/delete-leaves-with-a-given-value,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1326,Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,Hard,"Array, Dynamic Programming, Greedy"
1327,List the Products Ordered in a Period,https://leetcode.com/problems/list-the-products-ordered-in-a-period,Easy,Database
1328,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome,Medium,"String, Greedy"
1329,Sort the Matrix Diagonally,https://leetcode.com/problems/sort-the-matrix-diagonally,Medium,"Array, Sorting, Matrix"
1330,Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value,Hard,"Array, Math, Greedy"
1331,Rank Transform of an Array,https://leetcode.com/problems/rank-transform-of-an-array,Easy,"Array, Hash Table, Sorting"
1332,Remove Palindromic Subsequences,https://leetcode.com/problems/remove-palindromic-subsequences,Easy,"Two Pointers, String"
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance,Medium,"Array, Sorting"
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium,"Dynamic Programming, Graph, Shortest Path"
1335,Minimum Difficulty of a Job Schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,Hard,"Array, Dynamic Programming"
1336,Number of Transactions per Visit,https://leetcode.com/problems/number-of-transactions-per-visit,Hard,Database
1337,The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix,Easy,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
1338,Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half,Medium,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue)"
1339,Maximum Product of Splitted Binary Tree,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree,Medium,"Tree, Depth-First Search, Binary Tree"
1340,Jump Game V,https://leetcode.com/problems/jump-game-v,Hard,"Array, Dynamic Programming, Sorting"
1341,Movie Rating,https://leetcode.com/problems/movie-rating,Medium,Database
1342,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero,Easy,"Math, Bit Manipulation"
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium,"Array, Sliding Window"
1344,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock,Medium,Math
1345,Jump Game IV,https://leetcode.com/problems/jump-game-iv,Hard,"Array, Hash Table, Breadth-First Search"
1346,Check If N and Its Double Exist,https://leetcode.com/problems/check-if-n-and-its-double-exist,Easy,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
1347,Minimum Number of Steps to Make Two Strings Anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram,Medium,"Hash Table, String"
1348,Tweet Counts Per Frequency,https://leetcode.com/problems/tweet-counts-per-frequency,Medium,"Hash Table, Binary Search, Design, Sorting, Ordered Set"
1349,Maximum Students Taking Exam,https://leetcode.com/problems/maximum-students-taking-exam,Hard,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask"
1350,Students With Invalid Departments,https://leetcode.com/problems/students-with-invalid-departments,Easy,Database
1351,Count Negative Numbers in a Sorted Matrix,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix,Easy,"Array, Binary Search, Matrix"
1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers,Medium,"Array, Math, Design, Queue, Data Stream"
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,Medium,"Array, Greedy, Heap (Priority Queue)"
1354,Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums,Hard,"Array, Heap (Priority Queue)"
1355,Activity Participants,https://leetcode.com/problems/activity-participants,Medium,Database
1356,Sort Integers by The Number of 1 Bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits,Easy,"Array, Bit Manipulation, Sorting, Counting"
1357,Apply Discount Every n Orders,https://leetcode.com/problems/apply-discount-every-n-orders,Medium,"Array, Hash Table, Design"
1358,Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,Medium,"Hash Table, String, Sliding Window"
1359,Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options,Hard,"Math, Dynamic Programming, Combinatorics"
1360,Number of Days Between Two Dates,https://leetcode.com/problems/number-of-days-between-two-dates,Easy,"Math, String"
1361,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes,Medium,"Tree, Depth-First Search, Breadth-First Search, Union Find, Graph, Binary Tree"
1362,Closest Divisors,https://leetcode.com/problems/closest-divisors,Medium,Math
1363,Largest Multiple of Three,https://leetcode.com/problems/largest-multiple-of-three,Hard,"Array, Dynamic Programming, Greedy"
1364,Number of Trusted Contacts of a Customer,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer,Medium,Database
1365,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,Easy,"Array, Hash Table, Sorting, Counting"
1366,Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes,Medium,"Array, Hash Table, String, Sorting, Counting"
1367,Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree,Medium,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1368,Minimum Cost to Make at Least One Valid Path in a Grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
1369,Get the Second Most Recent Activity,https://leetcode.com/problems/get-the-second-most-recent-activity,Hard,Database
1370,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string,Easy,"Hash Table, String, Counting"
1371,Find the Longest Substring Containing Vowels in Even Counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts,Medium,"Hash Table, String, Bit Manipulation, Prefix Sum"
1372,Longest ZigZag Path in a Binary Tree,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree,Medium,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
1373,Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,Hard,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1374,Generate a String With Characters That Have Odd Counts,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts,Easy,String
1375,Number of Times Binary String Is Prefix-Aligned,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned,Medium,Array
1376,Time Needed to Inform All Employees,https://leetcode.com/problems/time-needed-to-inform-all-employees,Medium,"Tree, Depth-First Search, Breadth-First Search"
1377,Frog Position After T Seconds,https://leetcode.com/problems/frog-position-after-t-seconds,Hard,"Tree, Depth-First Search, Breadth-First Search, Graph"
1378,Replace Employee ID With The Unique Identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,Easy,Database
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1380,Lucky Numbers in a Matrix,https://leetcode.com/problems/lucky-numbers-in-a-matrix,Easy,"Array, Matrix"
